eci,S_ENBID,S_CELLID,S_PCI,S_EARFCN,scTotal,NcTotal,AdjLT-10db,Adj-10db,Adj-9db,Adj-8db,Adj-7db,Adj-6db,Adj-5db,Adj-4db,Adj-3db,Adj-2db,Adj-1db,Adj0db,Adj1db,Adj2db,Adj3db,Adj4db,Adj5db,Adj6db,AdjGT6db,GE-10,GE-6,TotalNei,NeiGE-10,NeiGE-6,AdjTotal,Adj-10db,Adj-6db,overlap6db,overshoot6db,avg_adj_report_times,dbmtotal,dbmavg,overlap1_num,overlap1_rate,overlap2_num,overlap2_rate,overlap3_num,overlap3_rate,overlap4_num,overlap4_rate,overlap5_num,overlap5_rate,overlap6_num,overlap6_rate,overlap7_num,overlap7_rate,overlap8_num,overlap8_rate,cmccoverlap_num,cmccoverlap_rate,500M,1000M,1500M,AVG-Distance,SinrUL
210669954_H07,822929,130,184,38400,6897,5618,1392,402,352,390,477,510,414,357,302,289,244,192,124,69,34,23,15,8,24,4226,2605,57,24,20,2613,2109,1166,46,45,0.8,321243,-93,1815,0.263157894736842,619,0.0897491663041902,144,0.0208786428882123,24,0.00347977381470204,3,0.000434971726837756,0,0,0,0,0,0,128,0.0185587936784109,0.95403798753081,0.0459620124691895,0,298,35.433376830506
210669954_H08,822929,130,184,38400,8168,8998,1668,587,747,849,931,1023,724,664,561,445,276,176,134,67,57,32,20,10,27,7330,4216,73,39,29,1800,1161,664,47,37,1.1,366118,-95,3031,0.371082272282076,931,0.11398139079334,215,0.0263222331047992,36,0.00440744368266406,3,0.000367286973555338,0,0,0,0,0,0,183,0.0224045053868756,0.938663075416259,0.0596229187071499,0.00171400587659158,328,35.4261753183154
210669954_H09,822929,130,184,38400,9512,11309,1849,566,606,797,953,1005,1056,1028,1132,965,641,366,188,76,33,20,10,5,13,9460,6538,69,38,36,1800,1226,671,58,37,1.1,408037,-97,4982,0.523759461732548,1119,0.117640874684609,315,0.0331160639192599,105,0.0110386879730866,15,0.00157695542472666,1,0.000105130361648444,1,0.000105130361648444,0,0,279,0.0293313708999159,0.93986543313709,0.0580319596299411,0.00210260723296888,330,35.5030487804878
210669954_H10,822929,130,184,38400,9408,10364,1917,423,507,758,917,1017,1033,1122,864,605,427,337,201,136,60,11,9,13,7,8447,5842,63,30,21,1852,1002,478,56,26,1.1,397608,-98,4200,0.446428571428571,1345,0.14296343537415,234,0.0248724489795918,58,0.00616496598639456,5,0.000531462585034014,0,0,0,0,0,0,210,0.0223214285714286,0.951849489795918,0.0481505102040816,0,310,35.5245535714286
210669954_H11,822929,130,184,38400,10289,9964,2131,632,664,739,834,926,842,783,626,537,486,360,224,83,41,19,14,10,13,7833,4964,84,37,29,2833,2011,1232,50,43,0.9,427852,-98,3682,0.35785790650209,984,0.0956361162406453,233,0.0226455437846244,55,0.00534551462727184,8,0.00077752940033045,2,0.000194382350082613,0,0,0,0,203,0.0197298085333852,0.960443191758188,0.0391680435416464,0.000388764700165225,299,35.3448342890466
210669954_H12,822929,130,184,38400,10728,10315,2374,782,906,980,956,834,705,660,594,511,388,282,167,93,44,16,4,8,11,7941,4317,87,46,33,2852,2213,1411,42,49,0.9,447802,-98,3076,0.286726323639075,963,0.0897651006711409,227,0.0211595824011931,43,0.00400820283370619,7,0.000652498135719612,1,9.3214019388516e-005,0,0,0,0,189,0.0176174496644295,0.921327367636092,0.0734526472781506,0.0052199850857569,321,35.3787285607755
210669954_H13,822929,130,184,38400,11665,10437,3007,805,825,791,894,853,788,612,556,400,351,247,163,74,36,12,13,4,6,7430,4115,128,42,29,3835,2767,1696,39,44,0.8,474531,-99,2890,0.247749678525504,939,0.0804972138876982,210,0.0180025717959709,62,0.00531504500642949,13,0.00111444492070296,1,8.5726532361766e-005,0,0,0,0,166,0.0142306043720532,0.920102871838834,0.0764680668666952,0.00342906129447064,327,35.3666523789113
210669954_H14,822929,130,184,38400,10317,10210,1855,540,640,905,1084,1241,993,722,556,490,376,340,230,106,57,30,20,7,18,8355,5186,111,48,33,3728,2633,1294,51,35,0.9,419790,-99,3654,0.354172724629253,1249,0.121062324319085,221,0.0214209557041776,46,0.00445866046331298,12,0.00116312881651643,4,0.000387709605505476,0,0,0,0,189,0.0183192788601338,0.926432102355336,0.0724047688281477,0.00116312881651643,326,35.2968886304158
210669954_H15,822929,130,184,38400,10471,9393,2034,493,560,621,828,970,987,832,553,495,384,260,165,91,55,30,13,6,16,7359,4857,63,35,31,2607,1642,858,52,33,0.8,435890,-98,3387,0.323464807563748,1120,0.106962085760672,270,0.0257855028173049,65,0.00620762104861045,12,0.00114602234743578,3,0.000286505586858944,0,0,0,0,187,0.0178588482475408,0.889695349059307,0.101709483334925,0.00859516760576831,356,35.291185178111
210669954_H16,822929,130,184,38400,10058,9423,2464,462,515,642,763,817,770,692,652,599,428,268,148,103,43,20,12,8,17,6959,4577,78,39,33,2590,1637,793,49,31,0.9,438561,-96,2973,0.295585603499702,1170,0.116325313183535,338,0.0336050904752436,83,0.00825213760190893,12,0.00119308013521575,1,9.94233446013124e-005,0,0,0,0,216,0.0214754424338835,0.877808709484987,0.112447802744084,0.00974348777092861,364,35.3848677669517
210669954_H17,822929,130,184,38400,10063,9904,2686,548,646,739,838,898,796,730,621,425,333,232,165,115,61,27,9,15,20,7218,4447,92,48,36,3730,2396,1155,45,31,0.9,442542,-96,3019,0.300009937394415,1014,0.100765179369969,327,0.0324952797376528,70,0.00695617609062904,14,0.00139123521812581,3,0.00029812183245553,0,0,0,0,296,0.0294146874689456,0.900526681904005,0.0953989863857697,0.00407433171022558,348,35.3961045413892
210669954_H18,822929,130,184,38400,12221,11185,2753,651,766,789,844,880,996,845,755,615,441,327,215,143,75,40,19,9,22,8432,5382,95,41,34,3886,2707,1195,48,31,0.9,538062,-96,3834,0.313722281319041,1173,0.0959823255052778,296,0.0242206038785697,66,0.0054005400540054,12,0.000981916373455527,1,8.18263644546273e-005,0,0,0,0,262,0.0214385074871123,0.940675885770395,0.0584240242206039,0.0009000900090009,307,35.2755093691187
210669954_H19,822929,130,184,38400,14248,12860,3299,743,870,891,956,995,955,932,822,683,619,433,317,181,67,35,24,16,22,9561,6101,99,52,34,4379,2986,1642,47,37,0.9,610923,-97,4306,0.302217855137563,1451,0.101838854576081,274,0.0192307692307692,57,0.00400056148231331,12,0.000842223469960696,1,7.01852891633914e-005,0,0,0,0,226,0.0158618753509264,0.950238629983156,0.0495508141493543,0.000210555867490174,307,35.3055867490174
210669954_H20,822929,130,184,38400,14506,14797,3570,802,872,1031,1197,1184,1218,1154,942,836,673,506,346,199,123,54,38,22,30,11227,7325,104,51,31,4432,2508,1377,50,31,1,623034,-97,5083,0.350406728250379,1732,0.119398869433338,395,0.0272301116779264,95,0.00654901420102027,16,0.00110299186543499,3,0.000206810974769061,1,6.8936991589687e-005,0,0,355,0.0244726320143389,0.906521439404384,0.0934096236040259,6.8936991589687e-005,329,35.1964704260306
210669954_H21,822929,130,184,38400,14054,14336,2720,746,816,1012,1296,1310,1227,1139,1093,891,687,508,366,256,114,59,29,24,43,11616,7746,93,50,36,5195,3339,2061,54,40,1,632314,-95,4942,0.351643660167924,1959,0.139390920734311,599,0.0426213177742991,191,0.0135904368862957,44,0.00313078127223566,6,0.000426924718941227,3,0.000213462359470613,2,0.000142308239647076,520,0.0370001423082396,0.88394763056781,0.110858118685072,0.00519425074711826,342,35.2989896114985
210669954_H22,822929,130,184,38400,17246,18037,3625,906,969,1279,1632,1776,1728,1466,1248,1031,885,604,351,247,112,66,41,26,45,14412,9626,89,51,38,6355,4770,2819,53,44,1,768571,-95,6549,0.379740229618462,2216,0.128493563724922,659,0.0382117592485214,167,0.00968340484750087,28,0.00162356488461092,6,0.000347906760988055,1,5.79844601646759e-005,0,0,598,0.0346747071784762,0.874869534964629,0.117418531833469,0.00771193320190189,343,35.3095790328192
210669954_H23,822929,130,184,38400,16404,17154,3080,894,942,1190,1434,1507,1567,1598,1477,1182,883,604,391,188,96,50,29,18,24,14074,9614,122,67,48,4779,4050,2745,56,57,1,731338,-95,6581,0.401182638380883,2162,0.131797122653011,638,0.0388929529383077,161,0.00981467934650085,43,0.0026213118751524,25,0.00152401853206535,4,0.000243842965130456,0,0,611,0.0372470129236772,0.899353816142404,0.0873567422579859,0.0132894415996099,336,35.4533650329188
210669955,822929,131,185,38400,139213,152629,45853,7869,8633,9940,11941,12253,12082,11215,9731,8162,6084,4121,2528,1257,521,186,97,57,99,106776,68393,336,96,41,27147,20578,13718,45,51,1,6321781,-95,46727,0.335651124535783,16850,0.121037546780832,4070,0.0292357753945393,721,0.00517911401952404,23,0.000165214455546537,2,1.4366474395351e-005,0,0,0,0,2862,0.0205584248597473,0.931967560500815,0.068025256261987,7.1832371976755e-006,269,35.8000474093655
210669955_H00,822929,131,185,38400,4938,6675,1347,431,560,606,612,594,566,530,405,341,223,213,151,45,21,11,5,8,6,5328,3119,72,26,16,925,695,433,47,47,1.3,200564,-99,2167,0.438841636289996,744,0.150668286755772,152,0.0307816929931146,55,0.0111381125961928,1,0.000202511138112596,0,0,0,0,0,0,120,0.0243013365735115,0.956865127582017,0.043134872417983,0,293,35.8977318752531
210669955_H01,822929,131,185,38400,4470,5712,885,293,368,383,423,566,663,648,438,357,397,166,71,34,11,2,5,1,1,4827,3360,53,18,14,876,780,572,59,65,1.2,185009,-99,2163,0.483892617449664,1039,0.232438478747204,124,0.0277404921700224,33,0.00738255033557047,1,0.000223713646532438,0,0,0,0,0,0,97,0.0217002237136465,0.959060402684564,0.0409395973154362,0,274,35.8648769574944
210669955_H02,822929,131,185,38400,3699,4416,752,195,268,316,357,366,315,329,385,441,294,211,116,58,10,2,1,0,0,3664,2528,64,19,16,716,636,488,57,68,1.1,145997,-101,1769,0.47823736144904,586,0.158421194917545,129,0.0348742903487429,44,0.0118951067856177,0,0,0,0,0,0,0,0,97,0.0262233035955664,0.958096782914301,0.0419032170856988,0,259,35.9553933495539
210669955_H03,822929,131,185,38400,3067,3474,393,133,227,246,259,362,384,356,333,319,219,130,40,49,17,4,2,0,1,3081,2216,64,15,13,790,726,560,64,71,1.1,122483,-100,1483,0.483534398434953,593,0.193348549070753,119,0.0388001304206065,21,0.00684708183893055,0,0,0,0,0,0,0,0,74,0.0241278121943267,0.973263775676557,0.0267362243234431,0,237,35.9713074665797
210669955_H04,822929,131,185,38400,2521,2790,562,112,142,141,255,257,266,263,247,197,160,109,46,27,6,0,0,0,0,2228,1578,67,21,16,726,683,508,57,70,1.1,100079,-100,1030,0.408568028560095,467,0.185243950813169,76,0.0301467671558905,5,0.00198333994446648,0,0,0,0,0,0,0,0,37,0.014676715589052,0.948433161443871,0.0515668385561285,0,250,35.9690598968663
210669955_H05,822929,131,185,38400,2407,3351,591,191,178,204,227,267,286,306,214,269,284,174,115,33,10,1,1,0,0,2760,1960,62,22,13,206,165,128,58,62,1.3,91408,-102,1218,0.506024096385542,620,0.25758205234732,122,0.0506855006231824,0,0,0,0,0,0,0,0,0,0,85,0.0353136684669713,0.989613626921479,0.010386373078521,0,251,35.908599916909
210669955_H06,822929,131,185,38400,2810,3678,609,206,265,287,241,264,272,246,332,301,273,196,92,52,29,7,2,2,2,3069,2070,60,30,17,320,217,132,56,41,1.3,110828,-101,1405,0.5,603,0.214590747330961,56,0.0199288256227758,5,0.00177935943060498,1,0.000355871886120996,0,0,0,0,0,0,33,0.0117437722419929,0.994306049822064,0.00569395017793594,0,255,35.9074733096085
210669955_H07,822929,131,185,38400,3495,4786,1117,206,279,331,461,454,471,419,375,312,143,115,56,28,9,0,4,3,3,3669,2392,90,28,18,507,364,280,50,55,1.3,141781,-99,1579,0.451788268955651,594,0.169957081545064,184,0.0526466380543634,32,0.00915593705293276,2,0.000572246065808298,1,0.000286123032904149,0,0,0,0,78,0.0223175965665236,0.981115879828326,0.0188841201716738,0,258,35.7233190271817
210669955_H08,822929,131,185,38400,4719,4539,1428,248,266,329,373,400,304,256,261,242,148,137,70,42,17,8,1,5,4,3111,1895,51,22,17,482,361,251,42,52,0.9,225366,-92,1232,0.261072261072261,527,0.111676202585294,125,0.0264886628522992,11,0.00233100233100233,0,0,0,0,0,0,0,0,86,0.0182242000423819,0.98813307904217,0.01186692095783,0,247,35.7486755668574
210669955_H09,822929,131,185,38400,6197,5796,2541,279,286,315,389,371,347,351,287,249,148,92,72,39,17,4,2,2,5,3255,1986,61,22,16,466,296,185,34,40,0.9,295160,-92,1392,0.224624818460545,463,0.074713571082782,116,0.0187187348717121,14,0.00225915765693077,1,0.000161368404066484,0,0,0,0,0,0,85,0.0137163143456511,0.968210424398903,0.0317895756010973,0,232,35.7995804421494
210669955_H10,822929,131,185,38400,7684,6499,2778,298,306,410,462,407,376,348,289,257,216,162,108,48,18,9,2,3,2,3721,2245,47,20,19,602,370,199,35,33,0.8,381342,-90,1612,0.209786569495055,467,0.0607756376887038,152,0.0197813638729828,13,0.00169182717334722,1,0.00013014055179594,0,0,0,0,0,0,129,0.0167881311816762,0.979307652264446,0.0206923477355544,0,243,35.8355023425299
210669955_H11,822929,131,185,38400,8250,7527,2974,427,423,461,539,510,466,468,377,306,232,131,90,65,29,10,10,6,3,4553,2703,94,28,20,826,637,451,36,55,0.9,379830,-94,1866,0.226181818181818,632,0.0766060606060606,176,0.0213333333333333,29,0.00351515151515152,0,0,0,0,0,0,0,0,115,0.0139393939393939,0.977818181818182,0.0221818181818182,0,253,35.8033939393939
210669955_H12,822929,131,185,38400,7307,7627,3182,466,406,449,620,543,451,398,369,273,151,159,81,43,17,12,3,1,3,4445,2504,92,33,20,977,757,470,33,48,1,352598,-92,1807,0.247297112358013,566,0.0774599698918845,128,0.0175174490214862,2,0.000273710140960723,1,0.000136855070480361,0,0,0,0,0,0,95,0.0130012316956343,0.977008348159299,0.0229916518407007,0,249,35.8138771041467
210669955_H13,822929,131,185,38400,5594,5558,2320,306,281,335,353,369,349,294,321,234,158,110,69,33,9,7,2,2,6,3238,1963,97,21,16,1229,730,410,35,33,0.9,263193,-93,1502,0.268501966392563,374,0.0668573471576689,80,0.0143010368251698,7,0.00125134072220236,0,0,0,0,0,0,0,0,61,0.010904540579192,0.939935645334287,0.0600643546657133,0,261,35.8049696102967
210669955_H14,822929,131,185,38400,7450,7163,2769,427,479,446,481,495,562,430,333,242,193,119,96,47,21,7,1,2,13,4394,2561,86,24,16,1405,1006,644,36,46,0.9,361050,-92,1968,0.264161073825503,529,0.071006711409396,61,0.00818791946308725,3,0.000402684563758389,0,0,0,0,0,0,0,0,39,0.00523489932885906,0.929261744966443,0.070738255033557,0,268,35.801610738255
210669955_H15,822929,131,185,38400,8611,7440,2667,438,498,491,593,510,588,460,375,288,218,137,87,44,23,9,3,4,7,4773,2753,83,28,20,1320,1020,749,37,57,0.8,413337,-92,2139,0.248403205202648,535,0.0621298339333411,71,0.0082452676808733,8,0.000929044245732203,0,0,0,0,0,0,0,0,46,0.00534200441296017,0.959354314249216,0.0406456857507839,0,258,35.7737777261642
210669955_H16,822929,131,185,38400,7844,7807,3257,386,392,434,514,466,477,491,419,315,251,180,115,62,26,7,7,0,8,4550,2824,52,18,15,1507,1304,1031,36,68,0.9,379743,-92,2107,0.268612952575217,544,0.0693523712391637,132,0.0168281489036206,39,0.00497195308516063,2,0.000254971953085161,0,0,0,0,0,0,58,0.00739418663946966,0.883350331463539,0.116522182559918,0.00012748597654258,285,35.6523457419684
210669955_H17,822929,131,185,38400,8424,9504,3333,461,465,600,720,740,755,724,541,447,305,194,113,63,23,8,5,0,7,6171,3925,76,30,19,830,566,367,41,44,1.1,400692,-92,2563,0.304249762583096,983,0.116690408357075,310,0.0367996201329535,69,0.00819088319088319,0,0,0,0,0,0,0,0,183,0.0217236467236467,0.877730294396961,0.122269705603039,0,287,35.724477682811
210669955_H18,822929,131,185,38400,5503,7712,1733,382,427,489,611,785,762,760,647,447,268,167,126,47,28,17,9,5,2,5979,4070,84,31,16,1814,1431,793,53,44,1.4,234480,-97,2349,0.426858077412321,1139,0.206978011993458,440,0.0799563874250409,134,0.0243503543521715,8,0.00145375249863711,0,0,0,0,0,0,296,0.053788842449573,0.925495184444848,0.0745048155551517,0,275,35.8022896601854
210669955_H19,822929,131,185,38400,5095,6593,1585,421,407,441,507,536,568,495,442,395,289,234,145,65,33,13,7,3,7,5008,3232,87,29,20,1219,624,429,49,35,1.2,216799,-97,2201,0.431992149165849,724,0.142100098135427,260,0.0510304219823356,46,0.00902845927379784,1,0.000196270853778214,0,0,0,0,0,0,234,0.0459273797841021,0.920510304219823,0.0794896957801766,0,270,35.49558390579
210669955_H20,822929,131,185,38400,6221,6693,2268,348,311,418,476,494,461,491,387,358,269,153,134,82,29,5,2,5,2,4425,2872,73,25,20,1501,746,460,43,31,1,281880,-95,1955,0.314258157852435,723,0.116219257354123,170,0.0273267963349944,22,0.00353640893746986,1,0.000160745860794085,1,0.000160745860794085,0,0,0,0,121,0.0194502491560842,0.84455875261212,0.15544124738788,0,288,35.7460215399453
210669955_H21,822929,131,185,38400,8767,9361,2634,502,568,675,739,802,825,684,635,421,334,229,158,72,50,14,10,2,7,6727,4243,71,26,16,1468,971,503,45,34,1,401287,-94,2936,0.334892209421695,1048,0.119539181019733,232,0.0264628721341394,26,0.00296566670468803,1,0.000114064104026463,0,0,0,0,0,0,197,0.0224706284932132,0.81909433101403,0.18090566898597,0,304,35.8278772670241
210669955_H22,822929,131,185,38400,6962,8703,2098,406,457,582,874,820,816,672,566,457,388,269,173,76,28,9,3,2,7,6605,4286,76,22,18,3187,2529,1576,49,49,1.2,318920,-94,2807,0.403188738868141,1091,0.156707842573973,322,0.0462510772766446,65,0.00933639758690032,1,0.000143636885952313,0,0,0,0,0,0,265,0.0380637747773628,0.886814133869578,0.113185866130422,0,306,35.8753231829934
210669955_H23,822929,131,185,38400,7178,9225,2030,307,374,551,855,875,752,796,753,694,523,334,204,103,40,20,10,1,3,7195,5108,73,27,21,3248,2964,2099,55,65,1.2,317955,-96,3477,0.484396767901923,1259,0.175397046531067,333,0.0463917525773196,38,0.00529395374756199,1,0.000139314572304263,0,0,0,0,0,0,231,0.0321816662022848,0.926999164112566,0.0730008358874338,0,277,35.8474505433268
210719873,823124,129,113,38400,199332,215158,57509,10430,11831,17501,21343,20190,17818,14921,12632,10357,7715,5284,3560,2042,955,446,229,134,261,157649,96544,288,150,73,14960,11427,7861,45,53,1,9085334,-94,69015,0.34623141291915,21786,0.109295045451809,4542,0.0227861055926795,1013,0.00508197379246684,181,0.000908032829651034,7,3.51172917544599e-005,0,0,0,0,3026,0.0151807035498565,0.953158549555515,0.042065498765878,0.00477595167860655,353,35.8087311620814
210719873_H00,823124,129,113,38400,7027,8352,1442,263,352,839,1021,903,840,643,583,484,409,251,158,85,47,16,9,4,3,6910,4435,49,29,19,694,513,334,53,48,1.1,300926,-97,3136,0.446278639533229,1144,0.162800626156254,135,0.0192116123523552,17,0.00241924007400028,3,0.000426924718941227,0,0,0,0,0,0,78,0.0111000426924719,0.975238366301409,0.0236231677814145,0.0011384659171766,339,35.8149992884588
210719873_H01,823124,129,113,38400,6083,7174,1119,210,216,531,751,777,734,677,606,481,480,259,166,101,43,12,3,1,7,6055,4347,53,40,35,862,706,459,61,53,1.1,246815,-99,2768,0.455038632253822,1226,0.201545290152885,265,0.0435640309058031,66,0.0108499095840868,19,0.00312345881966135,3,0.000493177708367582,0,0,0,0,168,0.0276179516685846,0.900871280618116,0.0899227354923557,0.00920598388952819,395,35.6168009205984
210719873_H02,823124,129,113,38400,4155,4199,1240,123,117,339,473,463,362,321,284,229,107,66,38,20,8,7,2,0,0,2959,1907,40,21,16,519,352,207,45,40,1,187097,-95,1338,0.32202166064982,342,0.0823104693140794,136,0.0327316486161252,73,0.0175691937424789,18,0.00433212996389892,0,0,0,0,0,0,80,0.0192539109506619,0.982671480144404,0.0173285198555957,0,324,35.7280385078219
210719873_H03,823124,129,113,38400,3150,2627,782,76,105,254,306,241,270,130,132,132,71,47,32,36,8,0,4,0,1,1845,1104,21,16,14,119,69,37,42,31,0.8,141309,-95,893,0.283492063492064,163,0.0517460317460317,40,0.0126984126984127,7,0.00222222222222222,1,0.000317460317460317,0,0,0,0,0,0,37,0.0117460317460317,0.984761904761905,0.0152380952380952,0,302,35.8968253968254
210719873_H04,823124,129,113,38400,2452,2116,701,47,56,268,367,193,181,92,75,77,22,11,13,6,5,1,1,0,0,1415,677,25,21,19,144,84,32,32,22,0.8,110902,-95,511,0.208401305057096,124,0.0505709624796085,33,0.0134584013050571,8,0.0032626427406199,1,0.000407830342577488,0,0,0,0,0,0,33,0.0134584013050571,0.973898858075041,0.0261011419249592,0,288,35.9416802610114
210719873_H05,823124,129,113,38400,2792,2741,550,60,80,271,378,456,331,224,167,100,38,49,23,6,7,0,1,0,0,2191,1402,24,21,16,147,91,57,51,39,0.9,123075,-96,1045,0.374283667621777,258,0.0924068767908309,64,0.0229226361031519,32,0.0114613180515759,3,0.00107449856733524,0,0,0,0,0,0,60,0.0214899713467049,0.987464183381089,0.0125358166189112,0,295,35.9373209169054
210719873_H06,823124,129,113,38400,3799,5065,711,109,164,418,819,793,724,483,355,222,77,94,53,29,5,3,3,1,2,4354,2844,34,29,25,422,239,158,56,37,1.3,161470,-97,1690,0.444853908923401,586,0.154251118715451,315,0.0829165569886812,177,0.0465912082126876,74,0.019478810213214,2,0.000526454330086865,0,0,0,0,139,0.0365885759410371,0.961832061068702,0.0281653066596473,0.0100026322716504,303,35.890760726507
210719873_H07,823124,129,113,38400,4326,5376,1488,287,269,340,489,402,372,408,397,342,271,158,78,31,25,12,3,1,3,3888,2503,38,24,22,340,222,163,47,48,1.2,192583,-95,1583,0.365926953305594,622,0.143781784558484,214,0.0494683310217291,82,0.018955154877485,2,0.000462320850670365,0,0,0,0,0,0,166,0.0383726306056403,0.921867776236708,0.0769764216366158,0.00115580212667591,343,35.8481276005548
210719873_H08,823124,129,113,38400,6730,7496,2046,385,382,622,768,718,685,513,434,332,254,151,90,51,28,15,6,2,14,5450,3293,51,34,28,604,380,265,44,44,1.1,308068,-94,2168,0.322139673105498,807,0.119910846953938,251,0.037295690936107,57,0.00846953937592868,10,0.00148588410104012,0,0,0,0,0,0,175,0.0260029717682021,0.933283803863299,0.0653789004457652,0.00133729569093611,368,35.7383358098068
210719873_H09,823124,129,113,38400,5537,5673,1034,301,379,521,611,572,438,411,361,326,270,219,115,63,32,8,6,1,5,4639,2827,44,25,22,356,291,228,50,64,1,267480,-92,2066,0.373126241647101,656,0.118475708867618,100,0.0180603214737222,4,0.000722412858948889,1,0.000180603214737222,0,0,0,0,0,0,39,0.00704352537475167,0.958280657395702,0.0379266750948167,0.00379266750948167,360,35.834386852086
210719873_H10,823124,129,113,38400,8593,10158,2345,483,682,922,1042,983,934,704,676,557,336,171,164,92,40,11,7,3,6,7813,4684,54,32,19,552,351,161,46,29,1.1,413502,-92,3355,0.39043407424648,1220,0.14197602699872,92,0.0107063889212149,15,0.00174560688932852,2,0.000232747585243803,0,0,0,0,0,0,38,0.00442220411963226,0.96753171185849,0.0300244384964506,0.00244384964505993,355,35.7881996974281
210719873_H11,823124,129,113,38400,9977,11340,2890,591,655,914,1165,1051,975,743,612,579,489,303,187,98,44,28,9,3,4,8450,5125,65,28,19,307,257,197,45,64,1.1,462508,-94,3876,0.388493535130801,1118,0.112057732785406,121,0.0121278941565601,10,0.00100230530219505,0,0,0,0,0,0,0,0,70,0.00701613711536534,0.958304099428686,0.0396912899669239,0.0020046106043901,356,35.8091610704621
210719873_H12,823124,129,113,38400,12859,14498,4121,739,788,1080,1336,1278,1081,950,841,748,532,425,285,176,71,26,10,1,10,10377,6434,78,33,25,737,645,544,44,74,1.1,565568,-96,4470,0.347616455400887,1685,0.131036628042616,231,0.0179640718562874,37,0.00287736215879928,11,0.000855431993156544,0,0,0,0,0,0,159,0.0123648806283537,0.961427793763123,0.0383389066023797,0.000233299634497239,354,35.8390232521969
210719873_H13,823124,129,113,38400,13448,13016,4319,700,697,809,976,1059,970,800,732,689,483,294,181,137,74,48,21,12,15,8697,5515,74,35,26,1023,907,747,42,73,0.9,602889,-95,3427,0.254833432480666,1558,0.115853658536585,495,0.0368084473527662,34,0.00252825698988697,1,7.4360499702558e-005,0,0,0,0,0,0,352,0.0261748958953004,0.936570493753718,0.0469214753123141,0.0165080309339679,368,35.8091165972635
210719873_H14,823124,129,113,38400,10155,9768,3135,449,498,710,794,794,662,613,530,464,363,306,213,114,48,26,12,9,28,6633,4182,56,29,24,636,556,443,43,70,0.9,474607,-93,3086,0.303889709502708,911,0.0897095027080256,149,0.0146725750861645,29,0.00285573609059577,6,0.000590841949778434,1,9.84736582964057e-005,0,0,0,0,87,0.0085672082717873,0.960709010339734,0.0306253077301822,0.0086656819300837,355,35.8274741506647
210719873_H15,823124,129,113,38400,8514,9372,2742,429,510,629,673,649,707,639,642,561,406,298,231,154,42,26,10,9,15,6630,4389,56,32,19,756,557,409,47,54,1.1,403528,-93,3342,0.392529950669486,936,0.109936575052854,102,0.0119802677942213,9,0.00105708245243129,0,0,0,0,0,0,0,0,61,0.00716466995536763,0.960535588442565,0.0344139065069298,0.00505050505050505,361,35.7562837679117
210719873_H16,823124,129,113,38400,7815,8562,2885,363,429,622,734,698,585,583,471,392,355,186,120,68,36,17,9,5,4,5677,3529,45,25,20,676,515,329,41,49,1,376126,-92,2536,0.324504158669226,827,0.105822136916187,138,0.017658349328215,26,0.00332693538067818,2,0.000255918106206014,0,0,0,0,0,0,85,0.0108765195137556,0.950607805502239,0.0409468969929623,0.00844529750479846,353,35.7443378119002
210719873_H17,823124,129,113,38400,9265,11578,3173,576,717,955,1245,1144,926,702,566,492,341,290,220,101,70,33,11,8,8,8405,4912,47,26,23,460,328,219,42,48,1.2,426723,-94,3423,0.369454937938478,1173,0.126605504587156,263,0.0283864004317323,50,0.00539665407447383,3,0.00032379924446843,0,0,0,0,0,0,212,0.022881813275769,0.909875876956287,0.087425796006476,0.00269832703723691,381,35.8485698866703
210719873_H18,823124,129,113,38400,9828,9174,2880,502,557,725,829,769,652,647,577,414,220,158,106,64,31,14,9,9,11,6294,3681,66,30,23,1102,795,516,40,47,0.9,462052,-93,2971,0.302299552299552,613,0.0623728123728124,85,0.00864875864875865,11,0.00111925111925112,1,0.000101750101750102,0,0,0,0,0,0,59,0.006003256003256,0.963573463573464,0.0325600325600326,0.00386650386650387,340,35.758954008954
210719873_H19,823124,129,113,38400,11566,12520,4047,687,791,1081,1243,1132,907,770,579,450,283,198,121,71,59,20,16,13,52,8473,4671,88,35,25,664,507,366,37,55,1,533177,-94,3323,0.287307625799758,1012,0.0874978384921321,273,0.0236036659173439,55,0.00475531730935501,8,0.000691682517724365,0,0,0,0,0,0,142,0.0122773646896075,0.966453397890368,0.0265433166176725,0.00700328549195919,355,35.8258689261629
210719873_H20,823124,129,113,38400,17036,17963,4870,1133,1190,1658,1920,1763,1513,1281,819,608,445,326,236,104,41,25,11,9,11,13093,7192,82,45,27,938,690,448,40,48,1,785729,-94,5611,0.329361352430148,1257,0.0737849260389763,275,0.0161422869218126,45,0.00264146513266025,3,0.000176097675510683,1,5.86992251702278e-005,0,0,0,0,204,0.0119746419347265,0.973174454097206,0.02576895984973,0.0010565860530641,353,35.8684550363935
210719873_H21,823124,129,113,38400,14561,15603,3623,760,846,1205,1358,1393,1231,1091,1062,847,783,548,400,244,121,45,26,11,9,11980,7811,140,85,36,1386,1230,659,50,48,1,651297,-95,5840,0.401071354989355,1607,0.110363299223954,302,0.0207403337682851,54,0.0037085365016139,8,0.000549412815053911,0,0,0,0,0,0,217,0.0149028226083373,0.922258086669872,0.0705995467344276,0.00714236659570084,364,35.780509580386
